Butterfly File,Pixel Number 0,Pixel Number 1,Pixel Number 2,Pixel Number 3,Pixel Number 4,Pixel Number 5,Pixel Number 6,Pixel Number 7,Pixel Number 8,Pixel Number 9,Pixel Number 10,Pixel Number 11,Pixel Number 12,Pixel Number 13,Pixel Number 14,Pixel Number 15,Pixel Number 16,Pixel Number 17,Pixel Number 18,Pixel Number 19,Pixel Number 20,Pixel Number 21,Pixel Number 22,Pixel Number 23,Pixel Number 24,Pixel Number 25,Pixel Number 26,Pixel Number 27,Pixel Number 28,Pixel Number 29,Pixel Number 30,Pixel Number 31,Pixel Number 32,Pixel Number 33,Pixel Number 34,Pixel Number 35,Pixel Number 36,Pixel Number 37,Pixel Number 38,Pixel Number 39,Pixel Number 40,Pixel Number 41,Pixel Number 42,Pixel Number 43,Pixel Number 44,Pixel Number 45,Pixel Number 46,Pixel Number 47,Pixel Number 48,Pixel Number 49,Pixel Number 50,Pixel Number 51,Pixel Number 52,Pixel Number 53,Pixel Number 54,Pixel Number 55,Pixel Number 56,Pixel Number 57,Pixel Number 58,Pixel Number 59,Pixel Number 60,Pixel Number 61,Pixel Number 62,Pixel Number 63,Pixel Number 64,Pixel Number 65,Pixel Number 66,Pixel Number 67,Pixel Number 68,Pixel Number 69,Pixel Number 70,Pixel Number 71,Pixel Number 72,Pixel Number 73,Pixel Number 74,Pixel Number 75,Pixel Number 76,Pixel Number 77,Pixel Number 78,Pixel Number 79,Pixel Number 80,Pixel Number 81,Pixel Number 82,Pixel Number 83,Pixel Number 84,Pixel Number 85,Pixel Number 86,Pixel Number 87,Pixel Number 88,Pixel Number 89,Pixel Number 90,Pixel Number 91,Pixel Number 92,Pixel Number 93,Pixel Number 94,Pixel Number 95,Pixel Number 96,Pixel Number 97,Pixel Number 98,Pixel Number 99
0020039.png,0.08347884251323272,0.10798336987531575,0.09899118851481516,0.06464847316376161,0.030402660693531963,0.010525766682539349,0.0027987159001759214,0.0006104489247340138,0.00011636956840394111,1.955457480438846e-05,0.127093940042235,0.1656923306464167,0.15423086854381537,0.10378217531264895,0.051718776452601686,0.01992813233182092,0.0063135354508844195,0.0017340068864085303,0.0004140430424008274,8.209110257809418e-05,0.15305838151077397,0.20279294238162512,0.1946818368956409,0.1388109403548038,0.07665884850287853,0.03470130829062808,0.013492171976294659,0.0045196689758749365,0.0012549248867745415,0.00027600095139972044,0.16428549248104654,0.22297252469866738,0.22374055334018536,0.17240561389980247,0.10757802139855287,0.0571034561418027,0.026132268449098574,0.010016343655596642,0.0030840397160632315,0.0007440354004488841,0.21192347474436807,0.2901933204484172,0.29605842782051894,0.23534106256978196,0.15490453581541044,0.08871863172552384,0.044310000948695104,0.01856679982939497,0.006292831966222834,0.0017206133544149687,0.4353748560593342,0.5822660970279742,0.5695438846569879,0.4235262422408416,0.25656241039060956,0.13782918818097903,0.06835861311408035,0.03030559765154004,0.011508388191873881,0.0037464065681497155,1.0558900219680476,1.3848099066612152,1.3041971300405222,0.9032003663791283,0.4861782510669914,0.22623400935118285,0.1026287539502163,0.04665487869679931,0.02006359602806928,0.007809498114638932,2.129535095787524,2.7709309361001524,2.5681820352697673,1.7199269652367024,0.8652290235150402,0.36049082202658456,0.14804337723602617,0.06766714120936965,0.03226072568383403,0.014268584686752512,3.1748019476378855,4.118356532901579,3.793435282827824,2.5064651789825745,1.2237979688333285,0.4814934888548748,0.18573119014766287,0.08521780298180687,0.04350016664985138,0.020706045935674627,3.394848574384819,4.397758940612955,4.040097585507882,2.654412260733175,1.2797273365739015,0.49096032678561197,0.184275424716119,0.08541731263070686,0.045491159052533266,0.0225290001809012
0020061.png,0.13399374410945808,0.17242480529479864,0.1564516549944322,0.10010228020362631,0.04516447828307201,0.014370106960283423,0.0032250339199117327,0.0005109753320925734,5.734969868944168e-05,4.634193876130572e-06,0.1865302542995228,0.24013452250244638,0.218053258465331,0.13970223148864613,0.06318275360291484,0.02019356655703081,0.004572737352437789,0.000739197267928024,8.767375783779623e-05,8.587203181149712e-06,0.21390920530718374,0.27589407909181457,0.25132165308442705,0.16191985738371503,0.07398312132911271,0.024114754143643877,0.005689482214909988,0.0010133503917824447,0.00015528057680331932,2.776234387474936e-05,0.22519397853679085,0.29226513141251864,0.26904472401577717,0.1765547699328408,0.08343284571369529,0.02902668667108923,0.007830532008827362,0.0018454238671189364,0.00046472833625162786,0.0001426994824547405,0.2836534260259225,0.3723446555554866,0.34923643193338455,0.23671491511575385,0.1186380473996821,0.04611993848669115,0.01528040895778018,0.004969990874375025,0.0017626908890000428,0.0006724149230042151,0.5689659448794261,0.7492738944757643,0.7064962491385417,0.48377696186307745,0.24800859652730337,0.10158849084227296,0.03744331120187528,0.01421531737298571,0.005799102061670675,0.002412311994151004,1.3702414587663008,1.7953930347016551,1.6792590555694682,1.1356307574060531,0.5723590388962052,0.23086042740336915,0.08556738390624097,0.03386656515906415,0.014601471793309288,0.006341087172659989,2.7588228636804843,3.5983648462707016,3.340647838253386,2.2314130930293716,1.10221490662657,0.43198120116112754,0.15600137153002594,0.0617175731490871,0.027204616426176793,0.012089532520567003,4.109529371752114,5.344853813316106,4.938808840594399,3.2723098463741045,1.593434629566642,0.6099010025417889,0.21404098899718788,0.08352986075318863,0.037069223219826024,0.016649817759835803,4.392234518258037,5.702581882897008,5.254292965962726,3.463932648376816,1.671241698996423,0.6291436142077771,0.2157236606592859,0.08286187934562915,0.03673064850935873,0.016526365160061316
0060054.png,0.29212692060924444,0.07244133454596241,0.0006260785892263581,1.3302387599380106e-07,5.939465898292741e-13,0.0,0.0,0.0,0.0,0.0,0.2505305652506297,0.06212631295143853,0.0005369303949239942,1.1408242412175207e-07,5.094252459472091e-13,5.2523580836468356e-20,1.179818942168085e-24,3.8131654620539404e-31,0.0,0.0,0.008732135393792681,0.0021653860527873414,1.8715819706611283e-05,5.182437048794653e-09,4.432734248993873e-11,4.516334719062641e-14,1.0144885717734247e-18,3.278819016438315e-25,0.0,0.0,8.401830121924393e-06,3.1786590451855952e-06,2.363340088330806e-05,2.123906137741925e-05,7.802505945136618e-07,7.952844902819007e-10,1.7864199110270843e-14,5.7736949814825734e-21,0.0,0.0,5.821775094258065e-07,0.0004414536287172242,0.009515948317539595,0.008558389703768461,0.00031440607182730445,3.2046405903226476e-07,7.198472783253592e-12,2.326540693286083e-18,0.0,0.0,7.103343507896659e-06,0.005387753445200821,0.11613810470598683,0.10445150881411223,0.003837192476549644,3.911127636816669e-06,8.785869740042875e-11,7.373187707743345e-16,3.76926308296943e-18,4.784854907592781e-22,1.370559250917081e-05,0.002864305062170545,0.06168571861268006,0.055478457723129634,0.002038089469380249,2.077828043023576e-06,1.7385602510745164e-09,2.7359371740352324e-10,1.4621380409379302e-12,1.8727093449125013e-16,0.01158560969683355,0.003252637498882378,0.0013148379633657566,0.0011367220466676252,4.1715265516201124e-05,3.8043201060894954e-06,1.3656496643128706e-05,2.2267733824429976e-06,1.2074813454233752e-08,1.5851317750199603e-12,1.151271011892094,0.3091254751982956,0.006712804194603759,0.0008918047807005901,2.0271769779752866e-05,0.0007323668003492881,0.002697165298942022,0.0004492929799493113,2.525680449599584e-06,3.510357068336983e-10,8.730407533992597,2.300421129552391,0.050788814782255755,0.007025398253480256,0.00014658587239364413,0.004864114222582556,0.018468676069607518,0.00321151525937314,1.9295963383025244e-05,2.9430944975681512e-09
0020121.png,0.05105971414722615,0.06588800738714427,0.07000101914529522,0.06124538464381385,0.04414389255959995,0.026227228950166312,0.012857351897662371,0.005209787622478012,0.0017502218015063879,0.0004901964916405436,0.0802837994823816,0.10380427715564783,0.11057773892690904,0.09710173362754723,0.0703518791497526,0.04211512649950894,0.020881253337737084,0.008609907970271584,0.0029728396993287643,0.0008695729878748627,0.13227209055704403,0.17152726348307779,0.18344820468480286,0.16198204876717132,0.11828178056004708,0.07162020232101934,0.03611835620174344,0.01527933924851306,0.005484306744909062,0.001699174893644703,0.23762671370771316,0.3089916461627652,0.33170013274425675,0.29441414106003794,0.21658873468232848,0.1325717717977774,0.06793204083720675,0.029423714864872656,0.010929657870678112,0.003551406712341581,0.44606169862831696,0.5808270015686895,0.6247202875623004,0.5560327195714043,0.4107070982313439,0.25290049661001446,0.13075564066440803,0.05739189684120238,0.02173080932123018,0.007247196437811751,0.8037373217480592,1.0466778440604028,1.126024406644607,1.0026355120617874,0.7411402020133677,0.45697160142889964,0.23680014696755775,0.10433172071465388,0.03974502491461184,0.013376470453633701,1.297520643285611,1.6887752977622286,1.8155504773492899,1.615225614026112,1.192699552633759,0.7344429717057194,0.38000739601915134,0.1671587669797804,0.06359584382927917,0.02139841514970716,1.8029409261498313,2.344791653587517,2.518312454173479,2.237539339837106,1.6493817707495237,1.0133300643216223,0.5227144881596466,0.22904088248850424,0.08674032866502805,0.029052209879625344,2.1121285663385065,2.744785596151171,2.9449522046105274,2.6131339173566266,1.9227919099421469,1.1784095634425635,0.605834827752058,0.2642782439752668,0.09952651008728292,0.033129553927839485,2.064234492926211,2.680702723620604,2.8736219769812887,2.5468044210550524,1.8709541869809054,1.1440801047477354,0.5863651589825628,0.25470662723814264,0.0953999642313829,0.03155677594792702
0080037.png,0.23123604455875782,0.14367252201204744,0.005528709381550805,1.025818329400056e-05,7.80961552254347e-10,2.249527899228326e-15,0.0,0.0,0.0,0.0,0.20223336713640858,0.12565246022487236,0.004835273481187599,8.971555244381398e-06,6.830097994386144e-10,1.9673825785581377e-15,4.728688710225812e-26,1.197434316119416e-31,0.0,0.0,0.011248831735419395,0.006989169997864266,0.0002689525548284519,4.990333079878493e-07,3.827313690734249e-11,5.695389978327109e-16,3.066356023655609e-20,7.764858617621643e-26,0.0,0.0,3.135542966222732e-05,1.945751750306046e-05,1.221693280446519e-06,2.6672336933974284e-07,9.058724233426731e-09,1.4810905609823285e-11,4.411469270462319e-14,3.518336045758353e-15,1.4728210110433843e-17,2.6093600485578126e-21,0.0004523607780348355,0.000225356658150734,0.0006153206566961897,0.0003406652793759044,1.1630165347028218e-05,2.3188721703046198e-08,5.286149162374917e-09,4.3111571299796064e-10,1.8047074449568985e-12,3.197354920179503e-16,0.032344577136149646,0.015177393334416785,0.036042720474357685,0.019927234820486733,0.0006812658400054929,2.1176464317956227e-05,2.5142484377866268e-05,2.050997276070482e-06,8.585746149440228e-09,1.5211151131857223e-12,0.1444009586851438,0.06691859877303985,0.1263862230829312,0.06803201487249437,0.002531494746702955,0.004076587576450418,0.005098725220830974,0.0004159262555701293,1.7411222842227314e-06,3.0847026846574823e-10,0.2099807353707262,0.15247560897432846,0.11259044258696128,0.03189996112791145,0.006484373401287651,0.04366547633221997,0.05378841183248576,0.004387049018812695,1.836474394676565e-05,3.253635596891759e-09,1.5367486453379535,0.8176415862259382,0.27893445832220465,0.09347434826426872,0.04611563595828342,0.03932734319195616,0.03737138026228731,0.00303619259170043,1.2709307554950804e-05,2.251674939052564e-09,7.935022226513614,3.2343279162490832,0.31544224200969984,0.10056640780442258,0.054247275245418086,0.014939476030160603,0.0019251488868316231,0.00013168347940096766,5.495555984784669e-07,9.735930136926117e-11
0040010.png,0.1332024589346024,0.15185708206813794,0.08184805194903229,0.02082341014178478,0.002492870874895502,0.00013984836588122645,3.6600482984002766e-06,4.451341296880917e-08,2.5239431980182764e-10,7.804955387116331e-13,0.1550772277993368,0.17679581818552592,0.09528992589093196,0.024243408400706126,0.002902387390717059,0.0001628733411196171,4.279739731014554e-06,5.4998164180185825e-08,6.164907690668408e-10,2.6504028370287053e-11,0.11305521633040372,0.12890754050571296,0.0694943937509133,0.017688590487278992,0.002122511045689118,0.0001219923905579132,4.192468252009286e-06,2.385469213565307e-07,2.5598018091338853e-08,2.621776070372628e-09,0.1115229883760197,0.12751807592631853,0.06904651348668973,0.017747671818103695,0.002249337019182369,0.0002035955596851298,3.307646326012603e-05,6.426149984190472e-06,1.058864221160634e-06,1.3394694371698761e-07,0.14311891070069685,0.16681956869996314,0.09312709393739461,0.025715267486641904,0.0045964495603782575,0.001235024598024097,0.0004122386357481514,0.00010756230111872908,2.3198247304902922e-05,3.3391770764688687e-06,0.18039370459760512,0.22446128557916634,0.13848012291365638,0.04700088593571743,0.014679435639819858,0.006841141185213049,0.002859682386031553,0.0009779374903460128,0.0002590165950585059,4.0074939733605415e-05,0.5044116695157554,0.6329056323059307,0.3982495539153549,0.14002380128364963,0.04460359075123564,0.021501820028898232,0.01083605369787764,0.004782685450745365,0.001444013056045945,0.00023215451057180696,1.9710276085740301,2.3714685634830293,1.406110755337069,0.44028133819546167,0.10294412921655281,0.03981729558210348,0.02351433964899874,0.012456179814344688,0.0040390371943359715,0.0006637984924323728,4.930839636300641,5.8156488862751665,3.338602231747649,0.9757865739113329,0.181317633185928,0.05035582609157933,0.030604689762476767,0.017599428512354857,0.005903416934809347,0.000987222053942852,6.4491222577972875,7.546958266116155,4.276494856329311,1.217638913226213,0.2067159624094978,0.04513616733642597,0.02476391388256761,0.014290559808367059,0.004868868770288768,0.0008299688211748347
0030004.png,0.38381176829645974,0.1820167571291334,0.008799793787392506,3.782944222728469e-05,1.3065172716202301e-08,3.5008513531473897e-13,7.30602822501655e-18,6.259036629636789e-22,4.367377111726321e-27,0.0,0.45758561026177946,0.21713206937793217,0.010509246260606729,4.533931223055336e-05,2.449417617769343e-08,1.1645205107641037e-10,1.2798592246636688e-13,1.0964483871991246e-17,7.650701776589079e-23,0.0,0.2330363520982147,0.11892504913889476,0.0065766771670162155,0.00011953620771516823,1.1887397703748323e-05,1.5668319346858883e-07,1.728165092299921e-10,1.4808072667711546e-14,1.0666044576424796e-19,2.8303870615990267e-25,0.37236380876994557,0.22932950636979127,0.02305457785116875,0.009592684757220117,0.0013210433979333367,1.7426211821053826e-05,1.923477893343929e-08,1.891667748160574e-12,2.7828853615051744e-16,2.2501600726271108e-20,0.2859385768590567,0.1769465692733195,0.09062341751192865,0.10055633184683789,0.013785796074668639,0.0001813192468770932,3.112646450830411e-07,1.4853087977616262e-09,1.5949922128643522e-12,1.3450908761048473e-16,0.06963090960909969,0.05297786203154572,0.1495437610502882,0.1484454018841751,0.01793149480742429,0.0006024876684655192,5.343046538284083e-05,6.917903824694057e-07,7.514063175831238e-10,6.357888721147865e-14,0.0725327032969733,0.05144427069597359,0.11100694928780835,0.08746644491914599,0.02343111388328659,0.015951758212275763,0.002153878141936331,2.8002887762738526e-05,3.070817383402055e-08,4.941316383578481e-12,0.19141074687827703,0.09827030676594793,0.03630659758466238,0.07894347399664084,0.07772510322563783,0.0635640047870304,0.00856828421950496,0.00011431142311893423,3.8215896470196604e-07,2.1069335095736202e-09,1.9339522549464336,0.9836049562942961,0.07223862976300251,0.04454595297789788,0.04219290919329687,0.029007942451831775,0.004024212265170961,0.00026955983576558814,1.9335597018034304e-05,1.5476354436874132e-07,8.20310415109949,4.059166936881212,0.26318443527816165,0.03557324063192302,0.0281267856841409,0.009703679309997321,0.002568644501777366,0.0015548003499823682,0.00013495425413193073,1.0830328082467547e-06
0100097.png,0.09217064281029914,0.09794253629025028,0.042062311679912985,0.007279283824052182,0.000512909806848761,1.9478158759137078e-05,1.4390665554831739e-06,1.179477578901415e-07,4.243539121143298e-09,6.05226757108521e-11,0.08809142181771305,0.09361579768726752,0.0402722031181388,0.007204077495804719,0.0008339671065908644,0.00021204388977534016,4.5260674560721026e-05,4.103361585181403e-06,1.4836518514922368e-07,2.1165083989397617e-09,0.03402799461196164,0.036271997026112626,0.016547624039629057,0.0062084539250538626,0.00509051207617104,0.0027649913202503888,0.0006262257537173952,5.6939977226401164e-05,2.0590595777007297e-06,2.9373989933486796e-08,0.0055587402837263536,0.006538359578425733,0.008205798419007563,0.020010290078771094,0.027265339381709656,0.015324255173146251,0.00347653484030898,0.00031613266425162804,1.1432677059290667e-05,1.6317233558307924e-07,0.004600390817925844,0.006409164991671847,0.015051505505758695,0.0443915385057623,0.06102745492563772,0.03428035570986931,0.00777507728756551,0.000707292243124777,2.5663094658431787e-05,3.768268171229534e-07,0.03665241296866394,0.04200741259821995,0.03241276900001407,0.04644526874685791,0.05687106502873137,0.03128125538081797,0.007084473285998727,0.0006598052773035383,2.8220078209124626e-05,1.0076057048968038e-06,0.22161083792592,0.24924203492736413,0.13314436653518624,0.05657814036797795,0.03143915898256851,0.013690286299981674,0.003400393373032017,0.0006174496888216027,0.00011298773268079258,1.5751305213529996e-05,1.13139831081227,1.2552799332555733,0.6111283053571269,0.16528653402389287,0.039347063382108666,0.011245073575195327,0.0058072296044792086,0.0029526876822847867,0.0008913781029664295,0.00015058377299476534,3.559276957671102,3.8996620901090706,1.8073085102705446,0.40641947213618496,0.07056176394134483,0.021420970327988648,0.015480190823866048,0.00928564039240191,0.003191577033256047,0.0006087893353100404,5.229886564526237,5.692118822997846,2.5846343259025724,0.5386564129077522,0.07986879458268427,0.024047950115719068,0.018766188527569658,0.012456886245153986,0.004847589578181002,0.0010340771709186794
0010076.png,0.063099963132469,0.08219616232288307,0.08246251394052805,0.06375723953112426,0.03802557096063741,0.01751820480815097,0.0062467974756492,0.0017294429747250456,0.00037342556075409787,6.329918002768775e-05,0.08825154753979327,0.11567121912114285,0.11700075121902599,0.09146478564348844,0.055379078108728774,0.026049936759778104,0.009562544470192199,0.0027566148926561626,0.0006293621366918405,0.00011502574584367412,0.12201685388523156,0.1613063508845156,0.16506249529510972,0.13109641970469943,0.08112569651970324,0.039328575520266994,0.015046709593063652,0.004586412342593391,0.0011263405184815405,0.00022550367846850612,0.1969973355718036,0.26192673563130286,0.270200827372861,0.2170816631498946,0.13655602911035344,0.06775567736194418,0.02677454912983312,0.008526205173449455,0.0022164694147179653,0.00047617950148996666,0.3964731962619868,0.5263219807997674,0.5420716704625603,0.4348880072270867,0.27337378701787396,0.135775317563562,0.053893184263144336,0.017347876139616157,0.004605204036161825,0.0010246838654037116,0.8568198670624211,1.132291974035468,1.1592868507099983,0.9229401904824351,0.5745442361562435,0.28203922141705684,0.1105540520305308,0.03521801782816422,0.009322114162461332,0.002097622624843056,1.669907149338748,2.198825552502909,2.240275869712752,1.7718146389482543,1.093330112312928,0.5306958147164127,0.20527720921580267,0.06453788044514557,0.016941360606742138,0.0038229774199540914,2.682415694011808,3.523846764869809,3.5790468733969174,2.8186677093196124,1.7294769550284943,0.8333530241523874,0.31954886266449134,0.0995971264018312,0.02600771502265199,0.005885211655417291,3.4249999045014325,4.49271922487133,4.554268772492398,3.5776285870760383,2.1880127337529696,1.050074981558739,0.4008682446239668,0.12447988562626426,0.0324846069884025,0.007389577901461982,3.42486566995602,4.488147576517216,4.544146469105491,3.564463703722633,2.1762708712552152,1.0425950034660545,0.39747178318468374,0.12344002611708677,0.03232034328374178,0.007411084293814996
0070053.png,0.2547111329462976,0.22968496085686665,0.06094231675195478,0.004691850739913334,0.00010274683582287334,6.283970278171895e-07,1.062078654374972e-09,5.004130231533345e-13,9.082625848759612e-17,1.0896549806846208e-21,0.27371897718014415,0.2470241578525722,0.06573824172379066,0.005117820224426023,0.00011687395081028709,8.302708915330484e-07,2.1763907235134067e-09,2.435551016687663e-12,1.0437686531735163e-15,2.4358719799207474e-19,0.176164832163006,0.16350179129538908,0.047943151915997496,0.005016095762421463,0.0002219145040230759,4.053869756141306e-06,2.4906292652539265e-08,4.4684802692938745e-11,2.9327807149972357e-14,7.82429627905182e-16,0.14081229487830393,0.15778428370479852,0.07211184897957519,0.014338484743933963,0.0010571518389843053,2.4347870636756102e-05,1.609130049596803e-07,3.385563349760228e-10,1.6661382005644487e-11,1.8008088516695245e-12,0.1572034337584543,0.2015436237245583,0.11217321691533153,0.02568743614964955,0.002004671394940986,4.6967344065128445e-05,3.3362033227185626e-07,2.827122203204268e-08,1.0382669655484312e-08,1.146551501541237e-09,0.19285848197077274,0.20839164978928307,0.0890899778399193,0.016664162555438112,0.001193461881603118,2.810112938742744e-05,3.9535806651924605e-06,4.809769426531999e-06,1.8278145238338257e-06,2.0676060104638277e-07,0.2376667809598621,0.22515614176039203,0.06927783557437574,0.00787198701563978,0.00037785908532564426,5.0231468840865444e-05,0.0001847924978703696,0.00023881594856561654,9.306089595139696e-05,1.0978843310768833e-05,0.8568312072160845,0.8084491421068933,0.2420220645294829,0.025354579077156176,0.0011847839512511731,0.0006530678142784322,0.002666884669995502,0.0035288594569579286,0.0014324125045085867,0.0001802579258431829,4.4559228715499,4.123640219869851,1.1763939468240991,0.11297842770332393,0.005402062323031694,0.00302399037603898,0.011918969212773398,0.016300817097715924,0.007005451484479338,0.0009574232849155134,8.577584895155342,7.87161132580151,2.1992150307704814,0.20356677585801744,0.010319396653850559,0.004775613957652264,0.017400605723642795,0.024681681199292076,0.011311171339949718,0.0016819302512383965
